timestamp,temperature,humidity,wind_speed,pm2_5,pm10,no2,so2,co,o3
2024-01-01 00:00:00,35.11944608441918,41.85499450736364,0.7622363619976485,60.92076346849924,48.83587273218632,31.233716459942833,36.55621999461749,1.0283213442399433,14.005468680111708
2024-01-01 01:00:00,9.310568342296964,35.84280967467913,8.579189675065447,44.62078705563342,123.92210060978697,7.735784191314883,17.626172288042067,9.14148231378078,20.83727613954585
2024-01-01 02:00:00,28.366870757292915,86.27130323428347,9.866786064805538,108.23108246337597,195.97754678988719,36.41124170646961,36.86066188675331,5.13618834675727,99.39221642154588
2024-01-01 03:00:00,2.1702423690582773,94.43511521968524,11.499431007574682,49.44738759526225,162.85394982823468,76.12275717636585,6.023258083079494,1.5630676636943162,60.066244448815915
2024-01-01 04:00:00,34.22834073995766,96.74393320557043,7.57995977144792,134.72250514010756,107.75810290039917,31.815195567002046,10.143308331209663,1.3431483654516156,24.395334278139288
2024-01-01 05:00:00,29.964554004520913,92.10844721952228,2.566006629886099,58.39025873805287,193.56055288580936,53.30909940667803,38.758081094031574,9.033124638936547,74.98977593436918
2024-01-01 06:00:00,9.324073865843182,81.05998377267777,6.174025310298257,50.18401269598057,81.17517727242878,14.163148280059083,3.1645185000483056,8.472943361795,94.28902878402818
2024-01-01 07:00:00,0.31654800216240453,22.597105687740004,14.608113523609985,148.49895055491132,64.87672272031946,65.32148624336341,34.663066054297296,2.8866261588985993,47.30201360706823
2024-01-01 08:00:00,35.83763463904407,94.19870712249735,3.9428190169151334,31.98597920315589,183.64166944917807,27.20922989040788,16.78370795167112,2.317686779003774,69.07133328900602
2024-01-01 09:00:00,0.6293343336566437,46.987146155023396,11.672246530084681,99.20947331072522,62.179065011079345,46.21185875766669,17.074066632049007,7.447333131144304,52.12234665598366
2024-01-01 10:00:00,27.94293016187801,32.92494707913122,13.63205082681265,24.529007288603744,47.58404351079116,10.618281487562992,10.95946925139847,4.588812924550645,84.12343981698884
2024-01-01 11:00:00,20.811965685629808,66.4521025149194,14.944483615816672,143.56477114482274,30.7797802099237,33.23702283222461,28.995557079629183,4.472179914486964,10.558025896709845
2024-01-01 12:00:00,11.151120281676077,64.06896308285627,11.634027365217499,60.08796311728175,26.515786859174092,16.10835791079603,37.53742331388554,3.27676136213585,14.747794950707794
2024-01-01 13:00:00,30.445257466064064,22.201426766993606,9.485436181220914,82.28833752611506,100.81988195877113,24.993661655363997,45.56781990074512,1.0691227122355191,26.86832674554727
2024-01-01 14:00:00,34.18081006523493,27.457933072120746,6.180195530016689,58.76566444716126,143.25126253181983,74.28606658126878,40.859271827098674,4.571300072026595,34.9982189252096
2024-01-01 15:00:00,10.999348658471323,94.50252790036254,8.58708730239696,128.15694402074402,122.58090451226535,11.341593260089196,46.00760239432513,7.669821805232758,15.852998820774847
2024-01-01 16:00:00,1.032647211732991,25.520310219911877,0.06441320724659028,88.55532841423884,41.8045878223926,55.99997927997893,26.71519807390679,9.724522649152117,41.07243970021845
2024-01-01 17:00:00,22.3081816642436,30.330948956731625,0.6323537550893688,85.66619511792234,159.45788531863144,72.51900760867923,49.59378589515764,5.049285814566815,57.20095063053276
2024-01-01 18:00:00,31.666217572882637,96.5120572717191,3.6448490808696405,11.712623492761196,101.63654339117942,8.088284140820619,43.32926839454326,0.8028656833133656,58.42472407172408
2024-01-01 19:00:00,26.157344056636035,60.360674293557295,0.1088212863834559,93.1203310143662,182.52329808650217,65.01120980145059,11.868726852902949,4.149736009241698,14.963779503994632
